timestamps,eeg_1,eeg_2,eeg_3,eeg_4,eeg_5,eeg_6,batt_1,batt_2,batt_3,note,ppg_1,ppg_2,ppg_3
1753770448.1485150,1219.6703,812.3077,814.7253,1376.4103,nan,nan,,,,,,,
1753770448.1524115,73.73627,805.05493,814.7253,227.25275,nan,nan,,,,,,,
1753770448.1563079,0.0,799.41394,806.6667,0.0,nan,nan,,,,,,,
1753770448.1598713,,,,,,,,,,,354286240.0,301466880.0,1855091.6
1753770448.1602044,1153.9927,805.8608,800.2198,914.2491,nan,nan,,,,,,,
1753770448.1641009,1650.0,814.7253,811.0989,1650.0,nan,nan,,,,,,,
1753770448.1679974,1335.7142,806.6667,814.3223,1446.1172,nan,nan,,,,,,,
1753770448.1718938,171.24542,792.5641,813.1135,311.06226,nan,nan,,,,,,,
1753770448.1754441,,,,,,,,,,,354320860.0,301424160.0,1871208.8
1753770448.1757905,0.0,794.57874,814.3223,0.0,nan,nan,,,,,,,
1753770448.1796870,1043.9927,804.2491,814.7253,658.7912,nan,nan,,,,,,,
1753770448.1835835,1650.0,809.89014,808.68134,1650.0,nan,nan,,,,,,,
1753770448.1874800,1452.967,814.3223,804.65204,1516.227,nan,nan,,,,,,,
1753770448.1910167,,,,,,,,,,,354270100.0,301380670.0,1841392.0
1753770448.1913764,318.71796,797.8022,807.8755,361.8315,nan,nan,,,,,,,
1753770448.1952729,0.0,790.54944,809.0842,0.0,nan,nan,,,,,,,
1753770448.1991694,824.7985,808.68134,807.8755,411.79486,nan,nan,,,,,,,
1753770448.2030661,1650.0,816.337,809.89014,1587.5458,nan,nan,,,,,,,
1753770448.2065892,,,,,,,,,,,354251600.0,301492670.0,1896190.5
1753770448.2069626,1497.6923,811.0989,812.71063,1558.1318,nan,nan,,,,,,,
1753770448.2108591,367.87546,798.20514,811.0989,351.35532,nan,nan,,,,,,,
1753770448.2147555,0.0,795.38464,801.02563,0.0,nan,nan,,,,,,,
1753770448.2186520,535.09155,804.65204,792.96704,250.21979,nan,nan,,,,,,,
1753770448.2221620,,,,,,,,,,,354237060.0,301466080.0,1851062.2
1753770448.2225485,1641.5385,822.7839,794.57874,1467.8755,nan,nan,,,,,,,
1753770448.2264452,1535.1648,817.9487,799.011,1627.8389,nan,nan,,,,,,,
1753770448.2303417,358.60806,797.8022,814.3223,392.85715,nan,nan,,,,,,,
1753770448.2342381,0.0,797.3993,825.2015,0.0,nan,nan,,,,,,,
1753770448.2377346,,,,,,,,,,,354298300.0,301364540.0,1842197.8
1753770448.2381346,310.2564,799.011,822.7839,156.73993,nan,nan,,,,,,,
1753770448.2420311,1510.1831,813.91943,819.9634,1331.2821,nan,nan,,,,,,,
1753770448.2459276,1624.2124,817.1429,812.3077,1650.0,nan,nan,,,,,,,
1753770448.2498240,416.63004,804.2491,807.8755,527.8388,nan,nan,,,,,,,
1753770448.2533071,,,,,,,,,,,354282200.0,301448350.0,1854285.8
1753770448.2537208,0.0,799.011,810.696,0.0,nan,nan,,,,,,,
1753770448.2576172,197.83882,806.26373,815.9341,136.19048,nan,nan,,,,,,,
1753770448.2615137,1371.1721,821.978,818.3516,1259.9634,nan,nan,,,,,,,
1753770448.2654102,1650.0,828.022,814.7253,1650.0,nan,nan,,,,,,,
1753770448.2688799,,,,,,,,,,,354147620.0,301438700.0,1850256.4
1753770448.2693067,560.4762,817.1429,812.3077,801.4286,nan,nan,,,,,,,
1753770448.2732031,0.0,801.4286,815.5311,0.0,nan,nan,,,,,,,
1753770448.2770996,146.66667,804.65204,813.5165,127.728935,nan,nan,,,,,,,
1753770448.2809963,1261.1721,826.4103,806.26373,1248.6813,nan,nan,,,,,,,
1753770448.2844524,,,,,,,,,,,354115400.0,301339550.0,1882490.9
1753770448.2848928,1650.0,829.2308,809.89014,1650.0,nan,nan,,,,,,,
1753770448.2887893,895.7143,818.7546,810.293,1189.8535,nan,nan,,,,,,,
1753770448.2926857,0.0,804.65204,800.2198,49.56044,nan,nan,,,,,,,
1753770448.2965822,103.150185,805.8608,801.8315,17.326008,nan,nan,,,,,,,
1753770448.3000250,,,,,,,,,,,354066240.0,301292830.0,1851868.1
1753770448.3004787,1268.8279,821.5751,816.337,1189.8535,nan,nan,,,,,,,
1753770448.3043752,1650.0,827.619,824.7985,1650.0,nan,nan,,,,,,,
1753770448.3082719,957.3626,811.0989,817.5458,1223.6996,nan,nan,,,,,,,
1753770448.3121684,0.0,798.20514,810.293,90.25641,nan,nan,,,,,,,
1753770448.3155975,,,,,,,,,,,354047680.0,301365340.0,1851868.1
1753770448.3160648,91.06227,805.05493,813.5165,0.0,nan,nan,,,,,,,
1753770448.3199613,1227.7289,813.5165,813.1135,1075.8242,nan,nan,,,,,,,
1753770448.3238578,1650.0,820.3663,815.5311,1650.0,nan,nan,,,,,,,
1753770448.3277543,1328.4615,820.3663,815.5311,1438.0586,nan,nan,,,,,,,
1753770448.3311703,,,,,,,,,,,354054140.0,301271070.0,1764029.2
1753770448.3316507,149.8901,805.05493,807.8755,301.39194,nan,nan,,,,,,,
1753770448.3355474,0.0,799.011,801.8315,0.0,nan,nan,,,,,,,
1753770448.3394439,1119.7435,808.68134,803.0403,840.10986,nan,nan,,,,,,,
1753770448.3433404,1650.0,817.9487,811.9048,1650.0,nan,nan,,,,,,,
1753770448.3467429,,,,,,,,,,,354020300.0,301267840.0,1870402.9
1753770448.3472369,1405.4213,813.5165,818.3516,1485.2014,nan,nan,,,,,,,
1753770448.3511333,250.62271,797.8022,813.1135,352.16116,nan,nan,,,,,,,
1753770448.3550298,0.0,788.93774,806.6667,0.0,nan,nan,,,,,,,
1753770448.3589263,948.9011,813.5165,808.68134,560.07324,nan,nan,,,,,,,
1753770448.3623154,,,,,,,,,,,354062200.0,301253340.0,1832527.5
1753770448.3628230,1650.0,831.6484,811.0989,1650.0,nan,nan,,,,,,,
1753770448.3667195,1473.5165,818.3516,815.9341,1532.3444,nan,nan,,,,,,,
1753770448.3706160,0.0,803.44324,804.65204,0.0,nan,nan,,,,,,,
1753770448.3745124,691.4286,813.5165,809.0842,341.68497,nan,nan,,,,,,,
1753770448.3778882,,,,,,,,,,,354083970.0,301277500.0,1855091.6
1753770448.3784089,345.31134,802.23444,808.2784,360.6227,nan,nan,,,,,,,
1753770448.3823054,1513.8096,822.381,815.9341,1591.5751,nan,nan,,,,,,,
1753770448.3862021,369.08426,803.44324,810.293,374.72528,nan,nan,,,,,,,
1753770448.3900986,1650.0,824.3956,816.7399,1542.8206,nan,nan,,,,,,,
1753770448.3934608,,,,,,,,,,,353981600.0,301210620.0,1850256.4
1753770448.3939950,0.0,796.1905,816.337,0.0,nan,nan,,,,,,,
1753770448.3978915,397.28937,807.0696,815.5311,202.27106,nan,nan,,,,,,,
1753770448.4017880,1574.249,821.978,810.696,1399.7803,nan,nan,,,,,,,
1753770448.4056845,1577.8755,818.7546,809.89014,1650.0,nan,nan,,,,,,,
1753770448.4090333,,,,,,,,,,,354015460.0,301253340.0,1873626.4
1753770448.4095809,377.54578,807.0696,815.5311,466.99634,nan,nan,,,,,,,
1753770448.4134777,0.0,805.4579,819.15753,0.0,nan,nan,,,,,,,
1753770448.4173741,270.76923,811.0989,813.1135,155.93407,nan,nan,,,,,,,
1753770448.4212706,1452.5641,821.1722,815.9341,1288.5714,nan,nan,,,,,,,
1753770448.4246061,,,,,,,,,,,354083140.0,301268640.0,1851868.1
1753770448.4251671,1650.0,817.1429,821.5751,1650.0,nan,nan,,,,,,,
1753770448.4290636,530.65936,813.1135,817.5458,748.6447,nan,nan,,,,,,,
1753770448.4329600,0.0,805.8608,815.5311,0.0,nan,nan,,,,,,,
1753770448.4368565,141.8315,803.8461,812.71063,111.611725,nan,nan,,,,,,,
1753770448.4401786,,,,,,,,,,,354001760.0,301246880.0,1837362.6
1753770448.4407532,1319.597,818.7546,818.7546,1275.6776,nan,nan,,,,,,,
1753770448.4446497,1650.0,817.9487,815.9341,1650.0,nan,nan,,,,,,,
1753770448.4485462,541.13556,803.8461,808.2784,764.7619,nan,nan,,,,,,,
1753770448.4524426,0.0,803.44324,819.9634,0.0,nan,nan,,,,,,,
1753770448.4557512,,,,,,,,,,,354009020.0,301264600.0,1892161.1
1753770448.4563391,141.02563,801.8315,810.293,112.82051,nan,nan,,,,,,,
1753770448.4602356,1248.6813,803.0403,805.8608,1217.2528,nan,nan,,,,,,,
1753770448.4641321,1650.0,811.9048,812.71063,1650.0,nan,nan,,,,,,,
1753770448.4680288,0.0,798.20514,817.1429,52.38095,nan,nan,,,,,,,
1753770448.4713237,,,,,,,,,,,354030800.0,301149380.0,1852674.0
1753770448.4719253,108.79121,803.8461,815.12823,3.2234433,nan,nan,,,,,,,
1753770448.4758217,1259.5604,815.12823,816.337,1152.7839,nan,nan,,,,,,,
1753770448.4797182,1650.0,813.1135,810.696,1650.0,nan,nan,,,,,,,
1753770448.4836147,917.8755,809.0842,817.1429,1179.3773,nan,nan,,,,,,,
1753770448.4868965,,,,,,,,,,,353973570.0,301265400.0,1854285.8
1753770448.4875112,1119.7435,809.0842,811.50183,1321.6117,nan,nan,,,,,,,
1753770448.4914076,18.937729,803.8461,813.91943,172.05128,nan,nan,,,,,,,
1753770448.4953043,26.593407,802.6374,807.47253,0.0,nan,nan,,,,,,,
1753770448.4992008,1174.5421,814.3223,819.15753,974.68866,nan,nan,,,,,,,
1753770448.5024691,,,,,,,,,,,353945340.0,301250100.0,1851868.1
1753770448.5030973,1650.0,823.5897,818.7546,1650.0,nan,nan,,,,,,,
1753770448.5069938,1313.1501,815.12823,809.0842,1444.1025,nan,nan,,,,,,,
1753770448.5108902,153.51648,803.8461,812.3077,312.27106,nan,nan,,,,,,,
1753770448.5147867,0.0,808.68134,809.89014,0.0,nan,nan,,,,,,,
1753770448.5180416,,,,,,,,,,,354021100.0,301329100.0,1852674.0
1753770448.5186834,1052.8572,812.3077,806.26373,717.619,nan,nan,,,,,,,
1753770448.5225799,1650.0,823.1868,812.71063,1650.0,nan,nan,,,,,,,
1753770448.5264764,1432.8206,817.5458,815.5311,1505.751,nan,nan,,,,,,,
1753770448.5303729,298.97437,796.1905,811.0989,363.04028,nan,nan,,,,,,,
1753770448.5336144,,,,,,,,,,,353996930.0,301282340.0,1873626.4
1753770448.5342693,0.0,793.7729,810.696,0.0,nan,nan,,,,,,,
1753770448.5381658,807.0696,805.4579,816.337,424.2857,nan,nan,,,,,,,
1753770448.5420623,1650.0,819.5604,822.7839,1595.2014,nan,nan,,,,,,,
1753770448.5459590,1486.0073,813.1135,815.9341,1553.6996,nan,nan,,,,,,,
1753770448.5491869,,,,,,,,,,,353949380.0,301263000.0,1851062.2
1753770448.5498555,355.3846,803.44324,804.2491,348.93774,nan,nan,,,,,,,
1753770448.5537519,0.0,803.0403,804.2491,0.0,nan,nan,,,,,,,
1753770448.5576484,491.17215,809.0842,808.68134,252.63736,nan,nan,,,,,,,
1753770448.5615449,1625.4213,825.2015,818.7546,1460.2197,nan,nan,,,,,,,
1753770448.5647595,,,,,,,,,,,354047680.0,301304900.0,1797875.5
1753770448.5654414,1542.0146,819.5604,821.978,1647.9854,nan,nan,,,,,,,
1753770448.5693378,355.3846,801.4286,806.6667,431.53845,nan,nan,,,,,,,
1753770448.5732346,0.0,799.41394,802.6374,0.0,nan,nan,,,,,,,
1753770448.5771310,302.60074,805.05493,812.71063,156.33699,nan,nan,,,,,,,
1753770448.5803323,,,,,,,,,,,353992900.0,301229950.0,1829304.0
1753770448.5810275,1517.033,820.3663,814.3223,1348.608,nan,nan,,,,,,,
1753770448.5849240,1597.619,818.3516,810.293,1650.0,nan,nan,,,,,,,
1753770448.5888205,369.48718,802.23444,814.3223,471.42856,nan,nan,,,,,,,
1753770448.5927169,0.0,799.81683,812.3077,0.0,nan,nan,,,,,,,
1753770448.5959048,,,,,,,,,,,354071070.0,301300860.0,1847033.0
1753770448.5966134,206.30037,810.696,806.26373,139.41393,nan,nan,,,,,,,
1753770448.6005101,1382.8572,820.3663,808.2784,1260.3663,nan,nan,,,,,,,
1753770448.6044066,1650.0,823.1868,809.4872,1650.0,nan,nan,,,,,,,
1753770448.6083031,546.77655,809.4872,803.44324,790.54944,nan,nan,,,,,,,
1753770448.6114774,,,,,,,,,,,354034780.0,301251700.0,1780952.4
1753770448.6121995,0.0,790.9524,798.20514,0.0,nan,nan,,,,,,,
1753770448.6160960,136.19048,796.99634,803.0403,118.05861,nan,nan,,,,,,,
1753770448.6199925,1286.5568,815.5311,809.4872,1261.1721,nan,nan,,,,,,,
1753770448.6238890,1650.0,817.5458,811.50183,1650.0,nan,nan,,,,,,,
1753770448.6270499,,,,,,,,,,,354082340.0,301263000.0,1853479.9
1753770448.6277857,667.6557,803.8461,811.0989,963.00366,nan,nan,,,,,,,
1753770448.6316822,0.0,797.8022,807.0696,0.0,nan,nan,,,,,,,
1753770448.6355786,132.16118,799.41394,813.91943,61.64835,nan,nan,,,,,,,
1753770448.6394751,1253.1135,816.7399,821.978,1184.6154,nan,nan,,,,,,,
1753770448.6426227,,,,,,,,,,,354034000.0,301233180.0,1834945.0
1753770448.6433716,1650.0,824.3956,818.3516,1650.0,nan,nan,,,,,,,
1753770448.6472681,953.3333,809.0842,809.4872,1239.414,nan,nan,,,,,,,
1753770448.6511645,0.0,801.8315,805.4579,99.12088,nan,nan,,,,,,,
1753770448.6550612,88.64469,804.65204,799.41394,0.0,nan,nan,,,,,,,
1753770448.6581953,,,,,,,,,,,354060580.0,301248500.0,1872820.5
1753770448.6589577,1228.1318,813.5165,805.8608,1079.4506,nan,nan,,,,,,,
1753770448.6628542,1650.0,826.0073,808.2784,1650.0,nan,nan,,,,,,,
1753770448.6667507,1228.1318,817.9487,806.26373,1384.4689,nan,nan,,,,,,,
1753770448.6706471,84.61539,806.6667,810.293,240.95238,nan,nan,,,,,,,
1753770448.6737678,,,,,,,,,,,354097660.0,301257380.0,1851868.1
1753770448.6745436,0.0,806.6667,815.5311,0.0,nan,nan,,,,,,,
1753770448.6784403,1118.5348,820.3663,819.9634,857.4359,nan,nan,,,,,,,
1753770448.6823368,1650.0,829.2308,816.337,1650.0,nan,nan,,,,,,,
1753770448.6862333,1384.0659,816.337,813.1135,1479.1575,nan,nan,,,,,,,
1753770448.6893406,,,,,,,,,,,354088000.0,301229150.0,1911501.9
1753770448.6901298,224.0293,802.23444,807.0696,340.87912,nan,nan,,,,,,,
1753770448.6940262,0.0,801.02563,803.8461,0.0,nan,nan,,,,,,,
1753770448.6979227,967.4359,809.4872,807.47253,630.18317,nan,nan,,,,,,,
1753770448.7018192,1650.0,822.7839,805.8608,1650.0,nan,nan,,,,,,,
1753770448.7049131,,,,,,,,,,,354092000.0,301276700.0,1851062.2
1753770448.7057159,1445.7142,812.71063,809.89014,1517.4359,nan,nan,,,,,,,
1753770448.7096124,318.71796,793.7729,817.5458,361.02563,nan,nan,,,,,,,
1753770448.7135088,0.0,787.72894,815.12823,0.0,nan,nan,,,,,,,
1753770448.7174053,678.5348,799.41394,813.91943,338.86447,nan,nan,,,,,,,
1753770448.7204857,,,,,,,,,,,354096860.0,301220300.0,1857509.1
1753770448.7213018,1650.0,813.91943,816.337,1546.8499,nan,nan,,,,,,,
1753770448.7251983,1513.8096,812.71063,813.91943,1577.4725,nan,nan,,,,,,,
1753770448.7290947,364.24908,803.0403,809.0842,353.36996,nan,nan,,,,,,,
1753770448.7329915,0.0,803.0403,805.8608,0.0,nan,nan,,,,,,,
1753770448.7360585,,,,,,,,,,,354062200.0,301338750.0,1923589.8
1753770448.7368879,423.88278,804.65204,804.65204,220.80586,nan,nan,,,,,,,
1753770448.7407844,1593.9927,815.12823,816.337,1428.7913,nan,nan,,,,,,,
1753770448.7446809,1557.7289,819.15753,809.89014,1650.0,nan,nan,,,,,,,
1753770448.7485774,356.99634,805.8608,806.6667,433.15018,nan,nan,,,,,,,
1753770448.7516310,,,,,,,,,,,354029950.0,301375000.0,1849450.5
1753770448.7524738,0.0,799.81683,820.7692,0.0,nan,nan,,,,,,,
1753770448.7563703,268.35165,805.05493,816.337,149.8901,nan,nan,,,,,,,
1753770448.7602670,1479.5604,813.91943,807.8755,1315.9707,nan,nan,,,,,,,
1753770448.7641635,1636.3004,811.0989,806.26373,1650.0,nan,nan,,,,,,,
1753770448.7672036,,,,,,,,,,,354110560.0,301329100.0,1851062.2
1753770448.7680600,416.2271,798.20514,805.4579,567.326,nan,nan,,,,,,,
1753770448.7719564,0.0,785.31134,802.6374,0.0,nan,nan,,,,,,,
1753770448.7758529,155.53113,799.41394,805.05493,134.57875,nan,nan,,,,,,,
1753770448.7797494,1322.8206,828.022,808.2784,1257.1428,nan,nan,,,,,,,
1753770448.7827764,,,,,,,,,,,354046080.0,301329100.0,1852674.0
1753770448.7836459,1650.0,826.4103,817.9487,1650.0,nan,nan,,,,,,,
1753770448.7875426,556.04395,805.05493,820.3663,838.9011,nan,nan,,,,,,,
1753770448.7914391,0.0,807.47253,811.50183,0.0,nan,nan,,,,,,,
1753770448.7953355,136.19048,810.293,807.8755,106.77656,nan,nan,,,,,,,
1753770448.7983489,,,,,,,,,,,354100860.0,301405630.0,1853479.9
1753770448.7992320,1259.9634,813.1135,811.0989,1234.5787,nan,nan,,,,,,,
1753770448.8031285,1650.0,821.978,815.12823,1650.0,nan,nan,,,,,,,
1753770448.8070250,814.7253,808.2784,811.0989,1116.5201,nan,nan,,,,,,,
1753770448.8109217,0.0,798.20514,806.6667,24.578754,nan,nan,,,,,,,
1753770448.8139215,,,,,,,,,,,354098460.0,301332320.0,1779340.6
1753770448.8148181,122.08791,804.2491,802.23444,10.879121,nan,nan,,,,,,,
1753770448.8187146,1253.5165,820.3663,807.0696,1141.0989,nan,nan,,,,,,,
1753770448.8226111,1650.0,828.4249,817.9487,1650.0,nan,nan,,,,,,,
1753770448.8265076,1102.0146,810.293,815.12823,1311.5385,nan,nan,,,,,,,
1753770448.8294940,,,,,,,,,,,354139550.0,301348400.0,1850256.4
1753770448.8304040,33.443222,798.20514,803.8461,0.0,nan,nan,,,,,,,
1753770448.8343005,11.282051,798.60803,813.5165,162.78389,nan,nan,,,,,,,
1753770448.8381972,1650.0,824.7985,803.8461,1650.0,nan,nan,,,,,,,
1753770448.8420937,1317.5824,816.7399,810.696,1437.6556,nan,nan,,,,,,,
1753770448.8450668,,,,,,,,,,,354137950.0,301419330.0,1871208.8
1753770448.8459902,1179.7803,810.293,797.3993,975.4945,nan,nan,,,,,,,
1753770448.8498867,151.0989,805.05493,810.293,298.57144,nan,nan,,,,,,,
1753770448.8537831,0.0,794.57874,801.8315,0.0,nan,nan,,,,,,,
1753770448.8576796,1071.7949,796.5934,808.68134,761.53845,nan,nan,,,,,,,
1753770448.8606393,,,,,,,,,,,354159700.0,301379040.0,1779340.6
1753770448.8615761,1650.0,813.1135,814.3223,1650.0,nan,nan,,,,,,,
1753770448.8654728,1423.1501,817.9487,808.2784,1496.0806,nan,nan,,,,,,,
1753770448.8693693,282.45422,799.011,808.2784,359.4139,nan,nan,,,,,,,
1753770448.8732657,0.0,788.1319,801.4286,0.0,nan,nan,,,,,,,
1753770448.8762119,,,,,,,,,,,354203230.0,301350850.0,1848644.8
1753770448.8771622,856.2271,805.4579,801.8315,460.1465,nan,nan,,,,,,,
1753770448.8810587,1650.0,811.9048,803.0403,1608.4982,nan,nan,,,,,,,
1753770448.8849552,363.04028,801.8315,809.89014,366.26373,nan,nan,,,,,,,
1753770448.8888516,0.0,796.1905,805.4579,0.0,nan,nan,,,,,,,
1753770448.8917847,,,,,,,,,,,354166140.0,301404030.0,1892161.1
1753770448.8927484,620.9158,803.0403,805.8608,311.4652,nan,nan,,,,,,,
1753770448.8966448,1650.0,819.5604,815.5311,1520.6593,nan,nan,,,,,,,
1753770448.9005413,1521.0623,819.5604,817.5458,1601.6483,nan,nan,,,,,,,
1753770448.9044378,365.05493,804.65204,807.8755,375.93405,nan,nan,,,,,,,
1753770448.9073572,,,,,,,,,,,354205630.0,301422560.0,1835750.9
1753770448.9083343,0.0,799.41394,790.14655,0.0,nan,nan,,,,,,,
1753770448.9122307,300.989,804.2491,788.1319,160.3663,nan,nan,,,,,,,
1753770448.9150000,,,,,,,3495.8,8.0,0.0,,,,
1753770448.9161272,1516.227,822.381,814.3223,1342.967,nan,nan,,,,,,,
1753770448.9200239,1496.0806,804.65204,802.23444,1556.9231,nan,nan,,,,,,,
1753770448.9229298,,,,,,,,,,,354175840.0,301355680.0,1835750.9
1753770448.9239204,1597.2161,823.5897,828.022,1650.0,nan,nan,,,,,,,
1753770448.9278169,368.6813,808.2784,821.5751,496.8132,nan,nan,,,,,,,
1753770448.9317133,0.0,797.8022,817.1429,0.0,nan,nan,,,,,,,
1753770448.9356098,203.88278,801.8315,809.89014,133.36996,nan,nan,,,,,,,
1753770448.9385026,,,,,,,,,,,354180670.0,301387100.0,1909084.2
1753770448.9395063,1403.4066,816.337,813.5165,1280.1099,nan,nan,,,,,,,
1753770448.9434030,462.16116,800.2198,810.696,659.19415,nan,nan,,,,,,,
1753770448.9472995,1650.0,813.91943,816.337,1650.0,nan,nan,,,,,,,
1753770448.9511960,0.0,797.8022,811.9048,0.0,nan,nan,,,,,,,
1753770448.9540751,,,,,,,,,,,354152450.0,301429820.0,1850256.4
1753770448.9550924,137.8022,802.6374,809.0842,131.75824,nan,nan,,,,,,,
1753770448.9589889,1290.1831,812.71063,800.6227,1254.7252,nan,nan,,,,,,,
1753770448.9628854,1650.0,813.91943,795.38464,1650.0,nan,nan,,,,,,,
1753770448.9667819,622.1245,803.44324,800.2198,927.9487,nan,nan,,,,,,,
1753770448.9696476,,,,,,,,,,,354146020.0,301317800.0,1853479.9
1753770448.9706786,0.0,795.78754,818.7546,0.0,nan,nan,,,,,,,
1753770448.9745750,133.77289,795.38464,818.3516,73.73627,nan,nan,,,,,,,
1753770448.9784715,1254.3224,809.4872,811.9048,1195.0916,nan,nan,,,,,,,
1753770448.9823680,1650.0,816.7399,817.5458,1650.0,nan,nan,,,,,,,
1753770448.9852202,,,,,,,,,,,354087170.0,301431420.0,1874432.2
1753770448.9862645,906.99634,801.8315,820.3663,1215.238,nan,nan,,,,,,,
1753770448.9901609,0.0,793.7729,811.50183,83.809525,nan,nan,,,,,,,
1753770448.9940574,92.673996,792.5641,807.0696,0.0,nan,nan,,,,,,,
1753770448.9979541,1227.326,802.6374,819.15753,1084.2858,nan,nan,,,,,,,
1753770449.0007930,,,,,,,,,,,354073470.0,301408860.0,1848644.8
1753770449.0018506,1650.0,817.1429,810.696,1650.0,nan,nan,,,,,,,
1753770449.0057471,0.0,788.1319,814.3223,0.0,nan,nan,,,,,,,
1753770449.0096436,1169.3041,809.4872,796.5934,1366.337,nan,nan,,,,,,,
1753770449.0135400,51.17216,793.7729,808.68134,211.53847,nan,nan,,,,,,,
1753770449.0163655,,,,,,,,,,,354006600.0,301336350.0,1877655.6
1753770449.0174365,1142.3077,807.0696,817.1429,938.4249,nan,nan,,,,,,,
1753770449.0213330,1650.0,823.1868,812.3077,1650.0,nan,nan,,,,,,,
1753770449.0252297,1362.3077,817.5458,811.50183,1470.6959,nan,nan,,,,,,,
1753770449.0291262,198.64468,802.23444,814.7253,339.2674,nan,nan,,,,,,,
1753770449.0319381,,,,,,,,,,,353864770.0,301271070.0,1850256.4
1753770449.0330226,0.0,796.5934,802.23444,0.0,nan,nan,,,,,,,
1753770449.0369191,1021.4286,813.1135,807.0696,690.6227,nan,nan,,,,,,,
1753770449.0408156,1650.0,816.337,815.5311,1650.0,nan,nan,,,,,,,
1753770449.0447121,1431.2087,805.8608,812.71063,1508.1685,nan,nan,,,,,,,
1753770449.0475109,,,,,,,,,,,353916350.0,301336350.0,1851062.2
1753770449.0486085,307.83884,797.3993,805.05493,363.84616,nan,nan,,,,,,,
1753770449.0525053,0.0,796.99634,801.4286,0.0,nan,nan,,,,,,,
1753770449.0564017,711.978,809.0842,814.7253,364.24908,nan,nan,,,,,,,
1753770449.0602982,1650.0,818.7546,824.7985,1560.9524,nan,nan,,,,,,,
1753770449.0630834,,,,,,,,,,,353901820.0,301239650.0,1762417.6
1753770449.0641947,1511.392,815.12823,820.3663,1575.0549,nan,nan,,,,,,,
1753770449.0680912,364.24908,802.6374,810.696,359.81686,nan,nan,,,,,,,
1753770449.0719876,0.0,803.0403,815.5311,0.0,nan,nan,,,,,,,
1753770449.0758841,482.30768,815.12823,816.7399,244.17583,nan,nan,,,,,,,
1753770449.0786560,,,,,,,,,,,353870400.0,301291200.0,1848644.8
1753770449.0797808,1615.348,828.8278,818.7546,1443.2968,nan,nan,,,,,,,
1753770449.0836773,381.5751,799.81683,810.293,462.16116,nan,nan,,,,,,,
1753770449.0875738,0.0,788.1319,814.3223,0.0,nan,nan,,,,,,,
1753770449.0914702,269.96338,794.9817,808.68134,141.42857,nan,nan,,,,,,,
1753770449.0942287,,,,,,,,,,,353893760.0,301211420.0,1830109.9
1753770449.0953667,1560.5494,821.978,814.7253,1650.0,nan,nan,,,,,,,
1753770449.0992632,1480.3663,818.7546,814.3223,1315.1648,nan,nan,,,,,,,
1753770449.1031599,1636.3004,825.2015,828.022,1650.0,nan,nan,,,,,,,
1753770449.1070564,418.24176,808.68134,826.4103,533.8828,nan,nan,,,,,,,
1753770449.1098013,,,,,,,,,,,353959840.0,301188860.0,1855091.6
1753770449.1109529,0.0,795.38464,812.3077,0.0,nan,nan,,,,,,,
1753770449.1148493,181.31868,800.6227,813.91943,135.78755,nan,nan,,,,,,,
1753770449.1187458,1347.8022,822.381,820.3663,1257.1428,nan,nan,,,,,,,
1753770449.1226423,1650.0,824.7985,815.9341,1650.0,nan,nan,,,,,,,
1753770449.1253738,,,,,,,,,,,353876030.0,301177570.0,1832527.5
