timestamps,eeg_1,eeg_2,eeg_3,eeg_4,eeg_5,eeg_6,batt_1,batt_2,batt_3,note,ppg_1,ppg_2,ppg_3
1753770458.5366101,0.0,795.38464,802.23444,67.289375,nan,nan,,,,,,,
1753770458.5405066,57.216118,804.65204,803.44324,216.77655,nan,nan,,,,,,,
1753770458.5444031,0.0,804.2491,809.0842,0.0,nan,nan,,,,,,,
1753770458.5468090,,,,,,,,,,,353734200.0,301207400.0,1760000.0
1753770458.5482996,1126.1904,813.91943,813.1135,856.63007,nan,nan,,,,,,,
1753770458.5521960,1650.0,823.9927,812.3077,1650.0,nan,nan,,,,,,,
1753770458.5560927,1354.249,815.9341,807.47253,1473.9194,nan,nan,,,,,,,
1753770458.5599892,192.1978,797.8022,807.47253,334.83517,nan,nan,,,,,,,
1753770458.5623815,,,,,,,,,,,353669730.0,301214660.0,1847033.0
1753770458.5638857,0.0,795.78754,810.293,0.0,nan,nan,,,,,,,
1753770458.5677822,1012.96704,817.1429,811.50183,627.3626,nan,nan,,,,,,,
1753770458.5716786,1650.0,832.0513,813.5165,1650.0,nan,nan,,,,,,,
1753770458.5755751,1469.4872,829.2308,808.68134,1521.8682,nan,nan,,,,,,,
1753770458.5779541,,,,,,,,,,,353656860.0,301226750.0,1868791.2
1753770458.5794716,346.11722,815.9341,796.99634,365.4579,nan,nan,,,,,,,
1753770458.5833683,0.0,809.4872,795.78754,0.0,nan,nan,,,,,,,
1753770458.5872648,736.55676,812.71063,805.4579,344.90842,nan,nan,,,,,,,
1753770458.5911613,1650.0,823.9927,815.5311,1546.8499,nan,nan,,,,,,,
1753770458.5935268,,,,,,,,,,,353693920.0,301223520.0,1778534.8
1753770458.5950577,359.4139,802.23444,821.978,353.7729,nan,nan,,,,,,,
1753770458.5989542,1513.8096,816.7399,820.7692,1589.9634,nan,nan,,,,,,,
1753770458.6028507,0.0,803.8461,815.9341,0.0,nan,nan,,,,,,,
1753770458.6067472,601.1722,809.4872,818.3516,377.54578,nan,nan,,,,,,,
1753770458.6090994,,,,,,,,,,,353714880.0,301171940.0,1847033.0
1753770458.6106439,363.84616,803.8461,810.293,435.9707,nan,nan,,,,,,,
1753770458.6145403,1650.0,819.9634,825.6044,1488.4249,nan,nan,,,,,,,
1753770458.6184368,0.0,805.8608,809.89014,0.0,nan,nan,,,,,,,
1753770458.6223333,267.14285,798.60803,799.41394,139.01099,nan,nan,,,,,,,
1753770458.6246719,,,,,,,,,,,353664900.0,301165500.0,1848644.8
1753770458.6262298,1522.2711,817.1429,816.7399,1627.033,nan,nan,,,,,,,
1753770458.6301262,1481.1721,808.68134,797.3993,1306.7032,nan,nan,,,,,,,
1753770458.6340230,1630.6593,823.9927,803.8461,1650.0,nan,nan,,,,,,,
1753770458.6379194,407.36264,809.4872,807.47253,545.16486,nan,nan,,,,,,,
1753770458.6402447,,,,,,,,,,,353772900.0,301190460.0,1848644.8
1753770458.6418159,0.0,796.99634,810.293,0.0,nan,nan,,,,,,,
1753770458.6457124,164.3956,796.99634,815.12823,130.54945,nan,nan,,,,,,,
1753770458.6496089,1346.1904,812.71063,819.15753,1265.2014,nan,nan,,,,,,,
1753770458.6535053,1650.0,817.5458,820.3663,1650.0,nan,nan,,,,,,,
1753770458.6558173,,,,,,,,,,,353681820.0,301176770.0,1831721.6
1753770458.6574018,508.09525,805.05493,813.5165,744.21246,nan,nan,,,,,,,
1753770458.6612985,0.0,798.60803,805.05493,0.0,nan,nan,,,,,,,
1753770458.6651950,134.98169,792.96704,811.0989,119.67033,nan,nan,,,,,,,
1753770458.6690915,1266.4103,809.0842,809.89014,1237.8022,nan,nan,,,,,,,
1753770458.6713898,,,,,,,,,,,353716480.0,301212220.0,1885714.2
1753770458.6729879,1650.0,815.5311,798.60803,1650.0,nan,nan,,,,,,,
1753770458.6768844,744.61536,799.81683,796.99634,1050.8425,nan,nan,,,,,,,
1753770458.6807809,0.0,788.93774,795.38464,2.014652,nan,nan,,,,,,,
1753770458.6846774,129.74359,796.1905,802.23444,18.937729,nan,nan,,,,,,,
1753770458.6869624,,,,,,,,,,,353710050.0,301247680.0,1847033.0
1753770458.6885741,1249.8901,816.337,810.293,1131.8315,nan,nan,,,,,,,
1753770458.6924706,1650.0,821.5751,809.0842,1650.0,nan,nan,,,,,,,
1753770458.6963670,1089.1208,806.6667,807.47253,1328.0586,nan,nan,,,,,,,
1753770458.7002635,0.0,793.7729,810.293,163.58974,nan,nan,,,,,,,
1753770458.7025352,,,,,,,,,,,353726140.0,301202560.0,1854285.8
1753770458.7041600,62.454212,807.47253,819.5604,0.0,nan,nan,,,,,,,
1753770458.7080564,1225.3114,828.4249,821.978,1042.7839,nan,nan,,,,,,,
1753770458.7119529,1650.0,824.3956,813.1135,1650.0,nan,nan,,,,,,,
1753770458.7158496,1333.2968,809.89014,803.44324,1450.9524,nan,nan,,,,,,,
1753770458.7181077,,,,,,,,,,,353766430.0,301278300.0,1852674.0
1753770458.7197461,168.82784,802.6374,806.26373,334.0293,nan,nan,,,,,,,
1753770458.7236426,1064.1392,815.5311,804.65204,693.0403,nan,nan,,,,,,,
1753770458.7275391,1650.0,826.8132,806.6667,1650.0,nan,nan,,,,,,,
1753770458.7314355,1409.0476,817.5458,809.4872,1504.1392,nan,nan,,,,,,,
1753770458.7336802,,,,,,,,,,,353739840.0,301290400.0,1846227.1
1753770458.7353320,261.90475,808.68134,815.12823,352.96704,nan,nan,,,,,,,
1753770458.7392285,0.0,803.44324,813.1135,0.0,nan,nan,,,,,,,
1753770458.7431252,0.0,803.44324,814.7253,0.0,nan,nan,,,,,,,
1753770458.7470217,882.8205,814.3223,815.9341,439.59708,nan,nan,,,,,,,
1753770458.7492530,,,,,,,,,,,353735000.0,301241250.0,1872820.5
1753770458.7509181,1650.0,832.8571,825.2015,1602.0513,nan,nan,,,,,,,
1753770458.7548146,1482.7839,830.0366,813.91943,1551.2821,nan,nan,,,,,,,
1753770458.7587111,354.1758,819.9634,803.44324,350.9524,nan,nan,,,,,,,
1753770458.7626076,0.0,826.4103,807.0696,0.0,nan,nan,,,,,,,
1753770458.7648256,,,,,,,,,,,353719700.0,301288800.0,1847838.9
1753770458.7665040,614.0659,837.28937,815.12823,276.41025,nan,nan,,,,,,,
1753770458.7704008,1650.0,843.3333,805.05493,1494.0659,nan,nan,,,,,,,
1753770458.7742972,1523.0769,849.3773,799.011,1611.7216,nan,nan,,,,,,,
1753770458.7781937,365.05493,834.87177,807.0696,378.35165,nan,nan,,,,,,,
1753770458.7803981,,,,,,,,,,,353774500.0,301300860.0,1847838.9
1753770458.7820902,0.0,811.50183,806.6667,0.0,nan,nan,,,,,,,
1753770458.7859867,347.32602,819.5604,806.26373,162.78389,nan,nan,,,,,,,
1753770458.7898831,1549.2675,839.304,807.0696,1353.8462,nan,nan,,,,,,,
1753770458.7937799,369.8901,813.91943,813.1135,468.20514,nan,nan,,,,,,,
1753770458.7959709,,,,,,,,,,,353748700.0,301275100.0,1760000.0
1753770458.7976763,0.0,812.71063,813.5165,0.0,nan,nan,,,,,,,
1753770458.8015728,1585.9341,833.663,811.50183,1650.0,nan,nan,,,,,,,
1753770458.8054693,213.95604,820.7692,809.89014,131.35532,nan,nan,,,,,,,
1753770458.8093657,1413.0769,828.022,812.71063,1272.8572,nan,nan,,,,,,,
1753770458.8115435,,,,,,,,,,,353780960.0,301277500.0,1860732.6
1753770458.8132622,1650.0,826.4103,819.15753,1650.0,nan,nan,,,,,,,
1753770458.8171587,464.9817,811.9048,815.12823,669.2674,nan,nan,,,,,,,
1753770458.8210554,0.0,799.011,814.7253,0.0,nan,nan,,,,,,,
1753770458.8249519,141.8315,807.0696,813.1135,133.36996,nan,nan,,,,,,,
1753770458.8271160,,,,,,,,,,,353770460.0,301318620.0,1800293.0
1753770458.8288484,1290.586,824.3956,816.7399,1251.5018,nan,nan,,,,,,,
1753770458.8327448,1650.0,825.6044,824.7985,1650.0,nan,nan,,,,,,,
1753770458.8366413,644.68866,807.8755,813.5165,981.13556,nan,nan,,,,,,,
1753770458.8405378,0.0,792.5641,802.6374,0.0,nan,nan,,,,,,,
1753770458.8426886,,,,,,,,,,,353966300.0,301272670.0,1851868.1
1753770458.8444343,138.60806,789.7436,799.011,62.857143,nan,nan,,,,,,,
1753770458.8483310,1246.2638,805.8608,794.9817,1188.2417,nan,nan,,,,,,,
1753770458.8522274,1650.0,819.9634,810.293,1650.0,nan,nan,,,,,,,
1753770458.8561239,1040.7693,808.2784,813.5165,1315.5677,nan,nan,,,,,,,
1753770458.8582613,,,,,,,,,,,353807550.0,301246880.0,1846227.1
1753770458.8600204,0.0,793.7729,802.6374,149.8901,nan,nan,,,,,,,
1753770458.8639169,72.12454,791.75824,802.23444,0.0,nan,nan,,,,,,,
1753770458.8678133,1241.4286,797.8022,801.4286,1066.9597,nan,nan,,,,,,,
1753770458.8717098,1650.0,802.23444,807.0696,1650.0,nan,nan,,,,,,,
1753770458.8738339,,,,,,,,,,,353829300.0,301285570.0,1850256.4
1753770458.8756065,1124.5787,796.5934,814.7253,1346.9963,nan,nan,,,,,,,
1753770458.8795030,28.205128,782.0879,811.9048,198.24176,nan,nan,,,,,,,
1753770458.8833995,10.07326,782.8938,804.2491,0.0,nan,nan,,,,,,,
1753770458.8872960,1144.3224,801.8315,802.6374,920.696,nan,nan,,,,,,,
1753770458.8894064,,,,,,,,,,,353888130.0,301283970.0,1848644.8
1753770458.8911924,1650.0,815.5311,802.23444,1650.0,nan,nan,,,,,,,
1753770458.8950889,1373.5897,812.71063,810.696,1468.6813,nan,nan,,,,,,,
1753770458.8989854,217.17949,793.36993,809.4872,355.3846,nan,nan,,,,,,,
1753770458.9028821,0.0,785.31134,798.20514,0.0,nan,nan,,,,,,,
1753770458.9049792,,,,,,,,,,,353830900.0,301294430.0,1786593.4
1753770458.9067786,969.45056,793.36993,808.2784,544.7619,nan,nan,,,,,,,
1753770458.9106750,1650.0,797.8022,813.1135,1645.9707,nan,nan,,,,,,,
1753770458.9145715,1452.5641,787.72894,807.8755,1533.5531,nan,nan,,,,,,,
1753770458.9184680,316.7033,787.72894,809.4872,356.5934,nan,nan,,,,,,,
1753770458.9205518,,,,,,,,,,,353793060.0,301320220.0,1872820.5
1753770458.9223645,0.0,791.75824,806.26373,0.0,nan,nan,,,,,,,
1753770458.9262612,751.8681,797.3993,808.68134,352.56412,nan,nan,,,,,,,
1753770458.9301577,1650.0,811.9048,815.12823,1555.7142,nan,nan,,,,,,,
1753770458.9340541,1502.5275,807.0696,812.71063,1571.4286,nan,nan,,,,,,,
1753770458.9361243,,,,,,,,,,,353857500.0,301239650.0,1847838.9
1753770458.9379506,366.66666,786.9231,804.65204,348.93774,nan,nan,,,,,,,
1753770458.9418471,0.0,784.10254,799.81683,0.0,nan,nan,,,,,,,
1753770458.9457436,454.10257,795.38464,802.23444,214.7619,nan,nan,,,,,,,
1753770458.9496400,1611.3187,811.0989,819.15753,1426.3737,nan,nan,,,,,,,
1753770458.9516971,,,,,,,,,,,353869600.0,301315400.0,1896190.5
1753770458.9535367,1547.6556,804.65204,822.381,1650.0,nan,nan,,,,,,,
1753770458.9574332,351.75824,790.14655,807.8755,417.43588,nan,nan,,,,,,,
1753770458.9613297,0.0,788.93774,809.0842,0.0,nan,nan,,,,,,,
1753770458.9652262,274.79852,792.5641,811.50183,142.23444,nan,nan,,,,,,,
1753770458.9672697,,,,,,,,,,,353839780.0,301335520.0,1847838.9
1753770458.9691226,1482.7839,813.1135,813.91943,1300.2565,nan,nan,,,,,,,
1753770458.9730191,1635.0916,816.7399,817.5458,1650.0,nan,nan,,,,,,,
1753770458.9769156,419.45056,805.8608,814.3223,589.4872,nan,nan,,,,,,,
1753770458.9808123,0.0,798.20514,815.12823,0.0,nan,nan,,,,,,,
1753770458.9828422,,,,,,,,,,,353855100.0,301416130.0,1848644.8
1753770458.9847088,188.57143,795.38464,810.293,138.20512,nan,nan,,,,,,,
1753770458.9886053,1650.0,805.8608,811.50183,1650.0,nan,nan,,,,,,,
1753770458.9925017,603.9927,803.8461,826.8132,931.1722,nan,nan,,,,,,,
1753770458.9963982,0.0,796.5934,813.1135,0.0,nan,nan,,,,,,,
1753770458.9984148,,,,,,,,,,,353881700.0,301311360.0,1834945.0
1753770459.0002947,128.13187,792.96704,804.65204,86.630035,nan,nan,,,,,,,
1753770459.0041912,1267.2161,807.8755,812.71063,1232.967,nan,nan,,,,,,,
1753770459.0080879,1650.0,815.5311,821.1722,1650.0,nan,nan,,,,,,,
1753770459.0119843,1352.2344,806.6667,797.8022,1250.2931,nan,nan,,,,,,,
1753770459.0139875,,,,,,,,,,,353832500.0,301414500.0,1845421.2
1753770459.0158808,768.3883,804.65204,815.5311,1092.3444,nan,nan,,,,,,,
1753770459.0197773,0.0,789.34064,809.4872,18.534798,nan,nan,,,,,,,
1753770459.0236738,126.52015,785.31134,803.8461,6.4468865,nan,nan,,,,,,,
1753770459.0275702,1251.9048,802.23444,807.0696,1123.37,nan,nan,,,,,,,
1753770459.0295601,,,,,,,,,,,353907500.0,301410460.0,1776117.2
1753770459.0314667,1650.0,823.1868,812.3077,1650.0,nan,nan,,,,,,,
1753770459.0353634,1077.4359,813.1135,804.65204,1313.956,nan,nan,,,,,,,
1753770459.0392599,0.0,794.17584,807.8755,153.51648,nan,nan,,,,,,,
1753770459.0431564,58.82784,799.81683,811.9048,0.0,nan,nan,,,,,,,
1753770459.0451326,,,,,,,,,,,353936480.0,301411300.0,1855897.4
1753770459.0470529,1218.8645,806.26373,813.1135,1025.0549,nan,nan,,,,,,,
1753770459.0509493,1650.0,799.81683,815.5311,1650.0,nan,nan,,,,,,,
1753770459.0548458,1251.5018,796.99634,808.68134,1405.0183,nan,nan,,,,,,,
1753770459.0587425,104.35897,795.78754,811.9048,271.17215,nan,nan,,,,,,,
1753770459.0607054,,,,,,,,,,,353971940.0,301419330.0,1868791.2
1753770459.0626390,0.0,793.7729,807.47253,0.0,nan,nan,,,,,,,
1753770459.0665355,1093.956,808.68134,804.2491,757.50916,nan,nan,,,,,,,
1753770459.0704319,1650.0,815.9341,810.293,1650.0,nan,nan,,,,,,,
1753770459.0730000,,,,,,,3493.6,8.0,0.0,,,,
1753770459.0743284,1404.6154,798.60803,803.0403,1495.6776,nan,nan,,,,,,,
1753770459.0762780,,,,,,,,,,,353900220.0,301382270.0,1777729.0
1753770459.0782249,258.27838,787.72894,796.1905,358.60806,nan,nan,,,,,,,
1753770459.0821214,0.0,791.3553,798.60803,0.0,nan,nan,,,,,,,
1753770459.0860181,896.1172,803.0403,803.8461,443.62637,nan,nan,,,,,,,
1753770459.0899146,1650.0,817.5458,816.337,1603.663,nan,nan,,,,,,,
1753770459.0918505,,,,,,,,,,,353946940.0,301373400.0,1850256.4
1753770459.0938110,1474.7252,809.4872,820.3663,1550.4762,nan,nan,,,,,,,
1753770459.0977075,348.93774,792.1612,813.1135,350.9524,nan,nan,,,,,,,
1753770459.1016040,0.0,794.9817,805.8608,0.0,nan,nan,,,,,,,
1753770459.1055005,598.7546,804.65204,795.38464,263.51648,nan,nan,,,,,,,
1753770459.1074233,,,,,,,,,,,353869600.0,301401600.0,1843809.5
1753770459.1093969,1650.0,812.71063,801.02563,1481.1721,nan,nan,,,,,,,
1753770459.1132936,1525.0916,805.8608,806.6667,1619.3773,nan,nan,,,,,,,
1753770459.1171901,363.84616,785.31134,799.011,384.79852,nan,nan,,,,,,,
1753770459.1210866,0.0,794.17584,801.8315,0.0,nan,nan,,,,,,,
1753770459.1229959,,,,,,,,,,,353901020.0,301325860.0,1876849.9
1753770459.1249831,336.84982,809.89014,803.44324,160.3663,nan,nan,,,,,,,
1753770459.1288795,1539.1941,818.7546,802.6374,1336.1172,nan,nan,,,,,,,
1753770459.1327760,1595.2014,819.5604,803.8461,1650.0,nan,nan,,,,,,,
1753770459.1366725,381.5751,812.3077,800.2198,524.61536,nan,nan,,,,,,,
1753770459.1385684,,,,,,,,,,,353831700.0,301256540.0,1847033.0
1753770459.1405692,0.0,803.44324,796.5934,0.0,nan,nan,,,,,,,
1753770459.1444657,215.16484,803.0403,795.78754,126.92308,nan,nan,,,,,,,
1753770459.1483622,1420.7325,823.5897,795.38464,1282.1245,nan,nan,,,,,,,
1753770459.1522586,1650.0,829.6337,799.41394,1650.0,nan,nan,,,,,,,
1753770459.1541409,,,,,,,,,,,353775300.0,301297660.0,1906666.6
1753770459.1561551,443.22345,807.8755,802.6374,627.76556,nan,nan,,,,,,,
1753770459.1600516,0.0,792.5641,790.14655,0.0,nan,nan,,,,,,,
1753770459.1639481,151.50183,795.38464,794.17584,143.44322,nan,nan,,,,,,,
1753770459.1678448,1282.5275,820.3663,806.26373,1241.8315,nan,nan,,,,,,,
1753770459.1697137,,,,,,,,,,,353741470.0,301298460.0,1849450.5
1753770459.1717412,1650.0,834.0659,803.44324,1650.0,nan,nan,,,,,,,
1753770459.1756377,740.18317,819.15753,799.81683,1093.1501,nan,nan,,,,,,,
1753770459.1795342,0.0,804.65204,807.0696,0.0,nan,nan,,,,,,,
1753770459.1834307,102.74725,803.0403,813.91943,0.0,nan,nan,,,,,,,
1753770459.1852863,,,,,,,,,,,353739040.0,301191300.0,1824468.9
1753770459.1873271,1264.3956,815.5311,813.1135,1214.8352,nan,nan,,,,,,,
1753770459.1912236,878.7912,807.0696,802.23444,1207.9854,nan,nan,,,,,,,
1753770459.1951203,1232.967,823.5897,822.7839,1062.9304,nan,nan,,,,,,,
1753770459.1990168,1650.0,814.7253,802.6374,1650.0,nan,nan,,,,,,,
1753770459.2008588,,,,,,,,,,,353737440.0,301210620.0,1896996.4
1753770459.2029133,0.0,803.44324,810.696,85.01832,nan,nan,,,,,,,
1753770459.2068098,119.2674,807.0696,814.7253,51.978024,nan,nan,,,,,,,
1753770459.2107062,1650.0,831.6484,824.3956,1650.0,nan,nan,,,,,,,
1753770459.2146027,1183.8096,807.0696,819.5604,1375.6044,nan,nan,,,,,,,
1753770459.2164316,,,,,,,,,,,353655230.0,301267040.0,1847838.9
1753770459.2184994,55.604397,799.011,816.337,226.84982,nan,nan,,,,,,,
1753770459.2223959,0.8058608,801.4286,812.71063,0.0,nan,nan,,,,,,,
1753770459.2262924,1151.1721,808.2784,810.293,874.35895,nan,nan,,,,,,,
1753770459.2301888,1349.011,830.0366,797.3993,1470.6959,nan,nan,,,,,,,
1753770459.2320042,,,,,,,,,,,353718900.0,301218700.0,1847838.9
1753770459.2340853,1650.0,825.6044,807.47253,1650.0,nan,nan,,,,,,,
1753770459.2379818,192.60074,809.4872,803.44324,340.87912,nan,nan,,,,,,,
1753770459.2418783,0.0,794.17584,814.3223,0.0,nan,nan,,,,,,,
1753770459.2457750,993.22345,806.26373,813.5165,573.7729,nan,nan,,,,,,,
1753770459.2475767,,,,,,,,,,,353630270.0,301180000.0,1858315.0
1753770459.2496715,1650.0,825.6044,819.15753,1650.0,nan,nan,,,,,,,
1753770459.2535679,1444.9084,816.337,821.5751,1528.3151,nan,nan,,,,,,,
1753770459.2574644,316.7033,796.1905,820.7692,359.011,nan,nan,,,,,,,
1753770459.2613609,0.0,796.5934,815.9341,0.0,nan,nan,,,,,,,
1753770459.2631495,,,,,,,,,,,353696350.0,301289600.0,1845421.2
1753770459.2652574,722.8571,807.8755,799.81683,342.08792,nan,nan,,,,,,,
1753770459.2691538,1650.0,815.9341,795.78754,1545.238,nan,nan,,,,,,,
1753770459.2730505,1506.9597,809.0842,811.0989,1586.337,nan,nan,,,,,,,
1753770459.2769470,365.05493,800.6227,818.7546,366.66666,nan,nan,,,,,,,
1753770459.2787220,,,,,,,,,,,353652830.0,301224320.0,1788205.1
1753770459.2808435,0.0,794.9817,816.337,0.0,nan,nan,,,,,,,
1753770459.2847400,445.64102,808.2784,812.71063,203.07692,nan,nan,,,,,,,
1753770459.2886364,1606.8865,830.0366,812.3077,1417.5092,nan,nan,,,,,,,
1753770459.2925329,1549.2675,819.9634,808.68134,1647.1794,nan,nan,,,,,,,
1753770459.2942946,,,,,,,,,,,353652000.0,301192900.0,1847033.0
1753770459.2964294,351.35532,800.2198,801.8315,403.33334,nan,nan,,,,,,,
1753770459.3003261,0.0,791.75824,801.02563,0.0,nan,nan,,,,,,,
1753770459.3042226,276.00732,804.2491,810.696,141.8315,nan,nan,,,,,,,
1753770459.3081191,1484.7986,825.2015,815.12823,1298.2417,nan,nan,,,,,,,
1753770459.3098671,,,,,,,,,,,353696350.0,301228350.0,1841392.0
1753770459.3120155,1633.8828,823.9927,808.68134,1650.0,nan,nan,,,,,,,
1753770459.3159120,417.83884,811.50183,810.293,591.9048,nan,nan,,,,,,,
1753770459.3198085,0.0,795.38464,807.0696,0.0,nan,nan,,,,,,,
1753770459.3237050,182.12454,805.8608,807.8755,132.96703,nan,nan,,,,,,,
1753770459.3254399,,,,,,,,,,,353695520.0,301161470.0,1793846.1
1753770459.3276017,1355.0549,830.4396,818.3516,1257.9487,nan,nan,,,,,,,
1753770459.3314981,1650.0,833.2601,824.3956,1650.0,nan,nan,,,,,,,
1753770459.3353946,553.6264,823.1868,826.0073,847.76556,nan,nan,,,,,,,
1753770459.3392911,0.0,818.3516,824.7985,0.0,nan,nan,,,,,,,
1753770459.3410125,,,,,,,,,,,353702800.0,301115520.0,1845421.2
1753770459.3431876,137.8022,823.1868,811.9048,105.567764,nan,nan,,,,,,,
1753770459.3470840,1263.1868,847.3626,801.02563,1232.5641,nan,nan,,,,,,,
1753770459.3509808,1650.0,867.1062,808.2784,1650.0,nan,nan,,,,,,,
1753770459.3548772,809.0842,845.34796,808.2784,1139.8901,nan,nan,,,,,,,
1753770459.3565850,,,,,,,,,,,353719700.0,301215460.0,1867985.4
1753770459.3587737,0.0,832.0513,802.23444,37.472527,nan,nan,,,,,,,
1753770459.3626702,121.68498,844.1392,797.3993,2.8205128,nan,nan,,,,,,,
1753770459.3665667,1254.3224,859.85345,790.54944,1135.8608,nan,nan,,,,,,,
1753770459.3704631,1650.0,870.7326,799.41394,1650.0,nan,nan,,,,,,,
1753770459.3721578,,,,,,,,,,,353828500.0,301219500.0,1839780.2
1753770459.3743596,1077.4359,867.9121,803.8461,1298.2417,nan,nan,,,,,,,
1753770459.3782563,0.0,850.18317,800.2198,154.32234,nan,nan,,,,,,,
1753770459.3821528,47.94872,857.03296,798.60803,0.0,nan,nan,,,,,,,
1753770459.3860493,1198.7179,879.59705,805.8608,964.61536,nan,nan,,,,,,,
1753770459.3877304,,,,,,,,,,,353764830.0,301141300.0,1843003.6
1753770459.3899457,1268.4249,877.5824,794.9817,1415.0916,nan,nan,,,,,,,
1753770459.3938422,1650.0,885.64105,810.696,1650.0,nan,nan,,,,,,,
1753770459.3977387,120.87912,857.03296,791.75824,282.45422,nan,nan,,,,,,,
1753770459.4016352,0.0,847.76556,801.02563,0.0,nan,nan,,,,,,,
1753770459.4033029,,,,,,,,,,,353809950.0,301238000.0,1912307.8
1753770459.4055319,1065.348,848.1685,799.011,689.011,nan,nan,,,,,,,
1753770459.4094284,1650.0,847.3626,804.2491,1650.0,nan,nan,,,,,,,
1753770459.4133248,1401.392,840.5128,806.26373,1503.7362,nan,nan,,,,,,,
1753770459.4172213,257.87546,821.5751,799.81683,354.57877,nan,nan,,,,,,,
1753770459.4188757,,,,,,,,,,,353770460.0,301246080.0,1847033.0
1753770459.4211178,0.0,815.12823,794.17584,0.0,nan,nan,,,,,,,
1753770459.4250143,857.03296,816.7399,791.3553,412.60074,nan,nan,,,,,,,
1753770459.4289107,1650.0,828.4249,793.36993,1588.7546,nan,nan,,,,,,,
1753770459.4328074,1481.5751,825.6044,792.1612,1555.7142,nan,nan,,,,,,,
1753770459.4344482,,,,,,,,,,,353813980.0,301206600.0,1886520.1
1753770459.4367039,0.0,794.17584,801.02563,0.0,nan,nan,,,,,,,
1753770459.4406004,350.54944,810.696,794.57874,348.5348,nan,nan,,,,,,,
1753770459.4444969,585.8608,790.54944,800.2198,267.54578,nan,nan,,,,,,,
1753770459.4483933,1650.0,810.696,805.05493,1473.9194,nan,nan,,,,,,,
1753770459.4500208,,,,,,,,,,,353749540.0,301217060.0,1861538.5
1753770459.4522898,1527.9121,806.6667,805.05493,1641.1355,nan,nan,,,,,,,
1753770459.4561863,362.63736,792.96704,801.8315,427.10623,nan,nan,,,,,,,
1753770459.4600830,0.0,784.5055,802.6374,0.0,nan,nan,,,,,,,
1753770459.4639795,352.56412,784.90845,792.1612,172.05128,nan,nan,,,,,,,
1753770459.4655933,,,,,,,,,,,353790620.0,301249300.0,1846227.1
1753770459.4678760,1554.1025,797.3993,794.57874,1365.1282,nan,nan,,,,,,,
1753770459.4717724,1580.2931,792.5641,810.696,1650.0,nan,nan,,,,,,,
1753770459.4756689,362.23444,782.49084,814.7253,475.8608,nan,nan,,,,,,,
1753770459.4795654,0.0,777.6557,802.6374,0.0,nan,nan,,,,,,,
1753770459.4811661,,,,,,,,,,,353790620.0,301224320.0,1876044.0
1753770459.4834621,1399.3773,794.17584,799.41394,1264.7986,nan,nan,,,,,,,
1753770459.4873586,206.30037,784.5055,789.34064,134.57875,nan,nan,,,,,,,
1753770459.4912550,1650.0,790.54944,815.5311,1650.0,nan,nan,,,,,,,
1753770459.4951515,485.53113,779.2674,810.696,737.76556,nan,nan,,,,,,,
1753770459.4967387,,,,,,,,,,,353655230.0,301227550.0,1849450.5
1753770459.4990480,0.0,776.8498,809.89014,0.0,nan,nan,,,,,,,
1753770459.5029445,147.0696,788.93774,809.4872,123.2967,nan,nan,,,,,,,
1753770459.5068409,1300.6593,804.65204,813.91943,1258.3517,nan,nan,,,,,,,
1753770459.5107377,1650.0,808.2784,822.7839,1650.0,nan,nan,,,,,,,
1753770459.5123112,,,,,,,,,,,353751140.0,301241250.0,1848644.8
1753770459.5146341,636.63007,784.5055,822.7839,944.4689,nan,nan,,,,,,,
1753770459.5185306,132.96703,779.2674,807.0696,64.06593,nan,nan,,,,,,,
1753770459.5224271,0.0,769.59705,814.7253,0.0,nan,nan,,,,,,,
1753770459.5263236,1253.9194,794.9817,811.9048,1183.4066,nan,nan,,,,,,,
1753770459.5278840,,,,,,,,,,,353751140.0,301239650.0,1780952.4
1753770459.5302200,1650.0,796.5934,818.3516,1650.0,nan,nan,,,,,,,
1753770459.5341165,918.68134,796.1905,818.3516,1224.9084,nan,nan,,,,,,,
1753770459.5380132,0.0,786.1172,815.5311,96.30037,nan,nan,,,,,,,
1753770459.5419097,93.88278,780.87915,816.7399,0.0,nan,nan,,,,,,,
1753770459.5434566,,,,,,,,,,,353753570.0,301267040.0,1847838.9
1753770459.5458062,1230.9524,797.8022,819.9634,1054.0659,nan,nan,,,,,,,
1753770459.5497026,1650.0,803.8461,818.7546,1650.0,nan,nan,,,,,,,
1753770459.5535991,1180.586,793.36993,809.4872,1369.5604,nan,nan,,,,,,,
1753770459.5574956,56.410255,781.685,806.6667,225.64102,nan,nan,,,,,,,
1753770459.5590291,,,,,,,,,,,353774500.0,301261380.0,1852674.0
1753770459.5613921,0.0,771.2088,811.9048,0.0,nan,nan,,,,,,,
1753770459.5652888,1140.2931,784.5055,811.9048,841.31866,nan,nan,,,,,,,
1753770459.5691853,1650.0,799.011,809.4872,1650.0,nan,nan,,,,,,,
1753770459.5730817,1368.3517,794.9817,813.91943,1477.9487,nan,nan,,,,,,,
1753770459.5746019,,,,,,,,,,,353864770.0,301236400.0,1847838.9
1753770459.5769782,206.7033,786.1172,810.293,343.69965,nan,nan,,,,,,,
1753770459.5808747,0.0,788.1319,801.8315,0.0,nan,nan,,,,,,,
1753770459.5847712,1002.8938,803.0403,808.68134,565.31134,nan,nan,,,,,,,
1753770459.5886676,1650.0,811.0989,821.978,1650.0,nan,nan,,,,,,,
